id,label,group
7224883,0.001750875,val
1529301,0.0209717,val
7005663,3.99682e-05,val
2007798,0.01226982,val
4503995,6.15342e-06,val
7150166,0.0,val
2001171,0.000416133,val
2008710,0.06826996,val
4022530,0.0,val
2004822,0.0,val
4027293,0.0,val
4020784,0.0,val
2238295,0.03703558,val
2009925,0.0,val
7204114,0.0,val
4119730,5.66472e-09,val
7117624,0.3606557,val
3500015,0.0,val
7151212,0.0,val
2004468,0.0,val
4106339,0.2919689,val
8102301,0.0,val
4022762,0.0,val
7051608,0.8366191,val
7212975,0.0,val
4112245,1.215333,val
4020281,4.76024e-05,val
7115490,0.0,val
4512707,0.7508507,val
2221147,0.0,val
7150440,0.01099551,val
7152703,0.0,val
2217985,0.2867749,val
7054717,0.01893263,val
1502517,0.0,val
1504777,7.34118e-06,val
2210562,0.0,val
7214418,0.3529302,val
2202320,0.0,val
4025134,0.000370896,val
4030071,0.2553837,val
2228294,0.3907859,val
4323794,0.2411168,val
2001735,0.0,val
2206120,0.0,val
2008072,0.0995403,val
7054715,0.0,val
4027218,0.0,val
2241768,0.0,val
2221948,0.0,val
1513482,0.000277753,val
4028128,0.0,val
2204886,0.0,val
4068740,0.0,val
4500158,0.09304454,val
2216119,0.1446903,val
1507742,0.0,val
7011314,0.000347838,val
7001920,0.0,val
7152214,0.9638619,val
2009386,0.8067173,val
7150326,0.0,val
2218109,0.0,val
4024030,0.00053556,val
2238543,0.0,val
1507882,0.000760479,val
4505259,0.001302075,val
2203177,0.0,val
4021255,8.08916e-05,val
4505914,0.000167691,val
2203985,0.1060358,val
2224930,0.0,val
2234463,0.3557979,val
1502933,0.1219405,val
1516092,0.0,val
4072067,0.08009517,val
4026056,0.3641,val
2202571,2.341371,val
4021917,1.09641e-08,val
2205560,0.09854901,val
7151906,0.0,val
2222819,0.0,val
4026146,0.0,val
2215420,0.008798208,val
2013217,0.01888156,val
2234553,0.03088713,val
7110055,0.0,val
1513590,0.0,val
4020200,0.0,val
4101129,0.6227894,val
2221139,0.02052418,val
2105493,0.001131808,val
5910115,0.0,val
7206205,0.0,val
1507859,0.0,val
2237943,0.06935263,val
7152430,0.1027084,val
2205534,0.0,val
7215663,0.0,val
7205532,0.05608546,val
4020447,0.6420643,val
2015511,0.0,val
4025552,7.96488e-07,val
7219102,0.0,val
2204656,0.1714352,val
7206389,0.0,val
7050361,0.4996294,val
2201023,0.0,val
4022949,0.0,val
2217702,0.0,val
1504587,0.02069566,val
4028035,0.4853458,val
2206536,0.0,val
2100672,0.1970054,val
2215796,0.201606,val
7115466,0.0,val
7115112,2.3483e-06,val
7225380,0.2413926,val
4513307,0.0,val
7216907,0.0,val
4029896,0.0,val
4314482,0.004493942,val
2226688,0.0,val
4023611,0.003881816,val
1100280,0.0,val
2105153,0.3500238,val
7212211,0.1887315,val
4001142,0.2274178,val
1505069,0.0,val
4029529,0.4333196,val
7150430,0.000338163,val
2233803,0.1659273,val
2205022,0.0,val
7210229,0.0113644,val
2221416,6.76087e-07,val
2238229,0.0,val
7209814,2.65057e-06,val
2003030,0.0,val
1505581,0.0,val
4028158,5.74962e-09,val
7152013,0.001532386,val
1503742,0.0,val
1517565,0.2350486,val
7100673,1.17782e-05,val
8101118,0.003507919,val
2100180,0.0,val
2224944,0.5286053,val
4027399,0.9529627,val
7206265,0.6137888,val
7052236,1.51119e-08,val
1504301,0.004682412,val
2104814,0.7327938,val
4021744,0.2336727,val
2225470,0.0,val
2235386,0.04869858,val
4027223,0.000195141,val
1502568,0.000726866,val
7050548,0.9906725,val
1512278,0.0,val
7007667,0.05846293,val
7151548,0.000638537,val
4026065,0.3072329,val
4026133,0.3695813,train
2001865,9.23008e-05,train
2232426,0.01063219,train
2208840,0.000281678,train
4101208,1.37893e-06,train
7200918,0.02026524,train
2213439,0.0,train
7151386,0.01531916,train
1507160,0.0,train
1503677,0.2232783,train
2237360,0.0,train
2210704,0.0,train
4113648,0.2620582,train
7217012,0.0,train
1513692,0.000140781,train
7154430,0.01962742,train
4023322,0.0,train
2235480,0.0,train
4028076,0.0,train
2300229,0.03910815,train
2201709,0.0,train
7200207,0.1869396,train
7207111,0.0,train
4121752,0.0,train
4113699,0.0,train
4025110,0.0,train
2203033,8.41503e-12,train
4105418,0.7107903,train
1516612,0.008091353,train
2001682,0.001696404,train
4512203,0.0,train
7154263,0.0,train
2004195,0.0,train
4020895,0.4039247,train
2219971,0.0,train
4508001,0.1067934,train
2005717,0.1228488,train
4022989,0.006363974,train
4082946,0.0,train
4508708,0.4364449,train
2234057,0.4110506,train
4026676,0.005987542,train
2207604,0.0,train
7050960,0.0,train
1501776,0.0,train
2239897,0.0,train
2203937,0.0,train
4504452,0.07657494,train
4511964,0.0,train
7050604,0.0,train
7103655,0.0,train
2010199,0.005283397,train
7153680,0.2650115,train
2103904,0.06631611,train
4026434,0.0,train
1506819,0.0,train
4029800,0.1133949,train
2211048,0.00040151,train
2236488,0.4629323,train
4031726,1.13576e-06,train
7154970,0.04027417,train
2014434,0.0,train
1529880,0.8246638,train
7054714,0.2665648,train
2201115,4.02065e-09,train
2203047,0.001604092,train
2227996,2.35766e-06,train
7206868,0.7693248,train
2207389,0.08587696,train
7220432,0.01729215,train
7203242,0.0,train
4021001,0.0,train
2206817,9.57964e-07,train
7203999,0.0,train
2000367,0.004921988,train
7015875,0.0,train
2002938,0.0,train
7054722,0.0,train
2234003,0.0,train
1512611,0.03363474,train
4023766,0.06960202,train
2219807,0.000304356,train
8100793,0.1077737,train
7151250,0.0,train
2009671,0.00134168,train
7118751,0.0,train
4508999,0.2249417,train
2222781,0.00037915,train
7153846,0.000539983,train
4022976,0.0,train
4300069,0.0869609,train
4023907,0.1371655,train
7150907,0.8295955,train
2216564,0.0,train
4025790,8.96187e-08,train
2020594,0.000858727,train
7152190,0.0,train
2210262,0.0,train
7152407,0.2777986,train
7224801,0.002719665,train
2105152,1.07164e-07,train
4025588,0.0260488,train
4103001,0.1419191,train
4506228,0.411357,train
7115039,3.10569e-06,train
2241305,0.2427793,train
2229434,1.29339e-08,train
4002038,0.000471289,train
2218833,0.0,train
4026675,0.0,train
7226237,0.0,train
7004142,1.09611e-05,train
4025753,0.0,train
2236758,0.0,train
2018170,0.0,train
4066750,6.53574e-06,train
7219828,0.000239738,train
2105155,0.6253931,train
1502029,0.0,train
7154683,0.0,train
4061348,0.2105179,train
7153465,0.0,train
4022652,0.01393717,train
7205401,0.00302299,train
2004426,1.3853e-08,train
2005844,0.04701628,train
1505275,1.80704e-07,train
2006109,0.0,train
1540616,0.269841,train
2226673,0.1163729,train
2217795,1.290597,train
2016007,0.0,train
4080410,0.002585677,train
4027225,0.0,train
1502984,0.0,train
4028216,0.01709867,train
7152949,0.000777209,train
4103315,2.64752e-08,train
7151888,0.1944682,train
2205776,0.0,train
2100608,0.0,train
2239310,0.0,train
2206137,0.0,train
2100923,2.53886e-05,train
4026138,0.0,train
7051368,0.0,train
4021090,0.0,train
1517457,0.1114917,train
7154565,0.000191257,train
2209542,0.0,train
7054721,0.04844766,train
2226850,0.001665364,train
5000172,0.0,train
4022669,0.267943,train
7204424,0.262588,train
2215984,0.3997306,train
1503532,0.4748691,train
2210586,0.0,train
2003519,3.24713e-05,train
7213765,5.18431e-12,train
7151895,0.0,train
2008339,0.00703962,train
4022453,0.0,train
2238420,0.2559448,train
7206161,0.0,train
7206440,0.0,train
2213513,0.0,train
2225586,0.04581922,train
2205549,4.33258e-05,train
4501135,0.0,train
2015917,0.0,train
4507558,0.0,train
7101893,0.0,train
8103227,0.0,train
4020910,1.79335e-11,train
2221411,0.0,train
2219843,0.01998744,train
1511896,0.0,train
4023748,0.0,train
7150468,0.0,train
2105560,0.1076091,train
7111863,1.26709,train
7012055,0.0,train
7012825,0.004609852,train
1542882,0.001259437,train
7218087,0.0,train
2241460,0.0,train
2004440,0.005281716,train
2216337,0.0,train
4030611,2.34984e-06,train
2100171,0.002822077,train
4026498,0.0,train
2006354,0.0,train
4025024,0.0,train
2230875,0.005590677,train
2226427,0.03195681,train
7200790,1.91152,train
7052088,0.0,train
2216310,0.0,train
4510568,0.0,train
7111097,0.000282051,train
1515178,0.1378693,train
2238622,0.0,train
4020802,0.0,train
2004605,0.3301395,train
2230339,0.000318549,train
4024920,0.0,train
2011375,0.0,train
4030449,0.0,train
2201484,0.06970706,train
2008190,0.22575,train
2224525,0.08287123,train
2239229,0.0,train
4060121,0.0,train
2201974,0.01868921,train
2203881,0.03760248,train
7114924,0.268772,train
2019190,0.000694586,train
4028530,0.09991866,train
1504538,0.0,train
2224624,0.1236737,train
1544224,0.0,train
4020866,3.87535e-05,train
7105484,0.002527131,train
2015580,0.0912697,train
4031912,0.0,train
2207500,4.8051e-08,train
8102844,0.3313826,train
7219427,0.0,train
1513249,0.0,train
4021746,1.021796,train
2004269,0.0,train
4029657,0.4178832,train
7224034,0.3643651,train
4114360,1.458004,train
7224886,0.0,train
2006749,0.03725923,train
1505621,0.0,train
2217913,1.48057,train
4103002,0.0,train
7115800,0.0,train
4025524,0.08929576,train
2215910,0.5901533,train
2104099,0.3742465,train
7151385,0.1140881,train
2015644,0.0,train
4029563,0.0,train
2233773,0.0,train
2202050,1.026927,train
2008098,0.0,train
1506107,0.006253309,train
1504504,0.0,train
7152291,1.72598e-05,train
4021822,3.52187e-07,train
2013765,0.519845,train
2205367,0.0,train
4026995,0.0,train
2010982,0.0,train
2201559,0.000355948,train
2219290,0.0,train
2105100,0.0,train
7150568,0.0,train
1505250,0.0,train
8100538,0.0482763,train
4028544,0.04793495,train
4023163,0.0,train
1512335,8.56542e-13,train
2006883,0.08037181,train
2207775,0.001710603,train
7150144,0.00317972,train
2100743,0.0,train
4031080,0.001785624,train
2004202,0.4207733,train
7154747,0.0,train
4116463,0.01056728,train
4026314,0.08423246,train
1502585,0.1787291,train
4028727,0.0,train
2225751,0.1599646,train
4120463,0.0,train
2200680,0.0,train
2235621,1.137498,train
7220022,0.4203263,train
7226610,0.01587638,train
2206368,0.04427424,train
4508438,0.000353025,train
7151616,0.0,train
7108563,0.000102211,train
1517227,0.5480744,train
7001879,0.02012714,train
7150930,0.00609907,train
2104364,0.000721017,train
2222052,0.08230595,train
4084978,0.0,train
7100179,0.5035454,train
7212088,0.0,train
2103888,0.0,train
7221569,0.0,train
1540732,0.1157416,train
7214492,1.99955e-05,train
4030669,0.0,train
7215754,0.0,train
1100661,0.3452221,train
4509057,0.0,train
7152065,1.311351,train
4115853,0.2018746,train
1507584,0.2229637,train
1516047,0.06112792,train
7150784,0.0,train
7113821,0.1914718,train
1529864,0.007480895,train
4027216,0.01935327,train
1504377,4.64075e-13,train
2222838,0.1197996,train
2105103,0.0,train
1513587,0.0,train
4320069,0.006256958,train
7151818,0.1018073,train
2236814,0.0,train
4020597,0.15304,train
4028598,0.0,train
4025684,0.3068946,train
7102060,0.0,train
1542411,0.1258163,train
2203020,0.3521253,train
7153921,0.0,train
2237434,0.0,train
7213549,0.0,train
2221243,0.0,train
2222930,0.0,train
2222601,0.0,train
7002354,0.3820284,train
2102312,0.0,train
7152705,0.006956089,train
2011642,0.5580164,train
4023417,0.0,train
7052664,0.000208449,train
7153848,0.1285401,train
2220269,0.1370722,train
8100536,0.04763568,train
2007740,0.0568644,train
7055016,0.0,train
2228417,0.01010256,train
1518842,0.7512882,train
4061346,0.0,train
4023476,0.02053927,train
7153474,0.0,train
1542443,0.0,train
4026837,0.0,train
7225196,0.0,train
4122131,1.51348e-06,train
2213054,0.0,train
4021496,9.4278e-11,train
7215712,0.0,train
4509362,0.5963622,train
2219379,0.001121288,train
7154587,0.000644002,train
2238018,0.0,train
2008439,0.6060076,train
1504636,0.0,train
7022129,0.000432875,train
7154450,0.4471447,train
4083307,0.04638604,train
1508877,0.8006165,train
2240826,5.6462e-06,train
2201569,0.0,train
7225199,0.6471502,train
4028347,0.3887334,train
2007553,0.0382717,train
4021202,0.0,train
2222407,0.0,train
2238049,0.7708589,train
2200310,0.004743427,train
1515155,0.0,train
2100665,0.0,train
2100170,0.05185616,train
4325163,9.4588e-05,train
7109314,0.08324054,train
7150070,0.0,train
1540706,0.5391213,train
4072414,0.0,train
2232070,0.0,train
4509056,0.08013352,train
4021738,0.2528066,train
7117669,0.0,train
4024191,0.00027451,train
7206942,0.0,train
2018031,0.696214,train
7054651,0.9315917,train
