id,label
7150130,9.979
7214735,23.588
2236280,16.5565
7151704,23.30925
2220108,38.03175
1540573,9.745
2205470,39.50475
1529280,5.4045
4029245,11.5415
2230319,16.2815
2203007,8.19425
7202387,20.3605
2010815,23.1805
2224437,45.3165
2212994,7.112
2204577,37.89425
4029505,9.7995
4504452,11.7005
2214284,6.75
4029342,13.9265
1519866,20.07
7150048,41.762
7208267,27.5255
7100267,49.6175
4028158,22.413
1507325,29.08025
4024199,42.3335
4031726,18.468
7154683,25.873
2221062,10.395
1542882,16.202
2241714,28.494875
1506542,8.958
7218374,13.444
4506228,25.202
7220007,23.39575
2240851,16.9735
2000970,18.7735
2004980,31.506875
2238622,24.976
2300005,70.588
2211269,33.856
2220495,25.4305
2212141,12.74125
4109911,24.9625
4030669,45.3205
1506184,32.8955
7212281,10.188
7154313,12.6955
1503707,23.9465
1100661,57.2985
1542835,14.9315
1505350,17.561
2015856,34.68225
7153331,28.8895
7007667,5.65425
4102501,37.127
2212109,16.7325
4021917,16.9405
2018584,21.95033333
1518693,56.54625
2226275,25.13
2000233,43.7385
2237224,8.71725
2008072,8.3735
4104440,22.24175
2210903,4.1745
4025753,23.458
7100540,14.8755
4026056,33.85
2228472,19.6385
2004253,31.8925
4110146,25.184125
7219103,14.18125
4507245,21.95325
7206161,20.92075
1505675,4.7025
2006873,32.3445
4025340,22.67025
4320623,45.2775
7153389,28.20225
8101794,4.148
4331193,5.155
2210918,25.47675
7150038,16.3475
7152407,21.936
7153602,28.829
4020565,34.4835
2213734,42.67
4116667,24.23475
7216063,8.7885
1529864,11.803
8102742,42.68925
2015994,17.6695
1504486,17.7785
4021956,44.653
4026837,32.29425
2007798,21.126
2005717,49.3135
4330185,12.786
4114974,10.073
1508877,25.16425
2300303,31.1725
2008190,16.375
7219798,33.689
2000526,16.1415
9007519,28.42425
2220377,37.23725
2105861,30.0645
4025738,16.9145
1517439,51.0115
7151548,17.156
7105484,13.177
4022443,0.5935
7151580,13.439
4030071,9.09
2202274,12.9335
2205964,22.3025
7150715,7.1015
7010704,48.3335
4020866,9.773
2004281,17.9985
2222819,50.6675
7224801,24.1185
4029649,39.2615
4501918,6.839
7151687,12.6965
8102301,43.733125
4312499,23.29775
1503811,36.521
2001733,14.568
2012758,48.4335
4020158,32.7025
4024030,21.75225
7118163,21.041
2239379,18.578
4103314,22.5705
8102429,31.1325
4023247,5.316
7052298,14.37475
4113270,7.4935
7001920,29.74475
2225094,24.9725
4102679,47.969
7005663,31.0525
4107223,25.938
4512779,31.04
7054722,11.927
4024074,16.628
2300229,31.962
7213303,22.9335
4078176,22.48025
4030595,23.95075
7117403,20.9145
7151179,10.10225
2227026,19.753
2203329,27.4315
2212203,15.69425
2236620,11.342
7151651,51.9415
4027030,28.692
7151889,4.6045
4503998,19.133
4022257,30.435
1518571,18.8125
4027300,40.18525
4022949,13.8455
4118276,19.6815
1501740,33.652
4024920,40.2895
7204616,24.972
4030092,6.966
2202631,22.55633333
4081559,25.8055
2238543,13.443
7225196,22.499
4022669,17.5675
4513124,28.8195
7100673,14.083
4102296,31.10575
4026429,18.879
2004822,22.19775
4025878,17.98725
7210229,16.7625
4501736,18.8995
2015716,28.96425
2225882,23.75725
4028530,35.583
1507528,41.61375
1504915,9.34
2227448,26.72
2202678,12.7045
4513440,41.54475
7217012,21.682
7226624,13.972375
7154306,22.70225
4026072,37.60425
2015362,18.2055
2004468,25.40475
2015644,29.41775
4025040,55.19175
1502621,18.2745
7153202,11.758
2001231,16.2605
7225909,24.66425
2200661,20.876
2203965,21.71125
7002927,8.552
2224728,10.974
2220592,63.6755
7153372,15.9965
4025240,17.857
7154958,20.2575
1529509,17.9535
2100608,14.158
2222052,14.086
7051298,30.36325
4020348,13.1525
2217702,35.50375
2102625,39.89175
7110705,28.3015
2220726,24.0465
4501614,29.486
2207604,17.8105
7050960,19.87775
2234270,25.8195
2105860,33.524
4023373,12.973
2226595,24.4635
7150430,9.549
2103888,24.5185
4513307,10.78225
4029800,15.6175
1511896,22.422
2237894,12.53375
2218301,21.597
7154970,9.95625
2202320,28.38875
2203499,22.55275
7208263,15.52625
4113699,13.146
2210061,22.45275
4329805,19.8235
7220432,17.482
2206817,17.761
7115490,46.0805
1513482,20.1625
2220517,40.9285
2107396,40.90375
4029430,36.9005
2215848,18.123
2233897,24.261
2240928,23.519
2014390,14.3525
2234003,30.52475
2233064,38.206
2223538,9.288
2222727,11.54575
2006339,16.998
8100793,29.478
4021744,14.476
7154350,7.11
4501733,8.267
1507121,13.26925
4027599,12.81525
4500726,5.079
2008029,17.339
4508999,9.2855
2200618,9.0595
4025749,8.9275
2238231,28.805
2101202,7.6655
4300069,11.908
2229841,22.4375
7111220,23.0835
7015844,11.2145
2020594,18.571
2239306,3.1
2008187,17.908
7011314,8.92275
7152190,24.1315
2220484,27.244
2008638,25.874
2230283,37.371
2223524,23.176
2221948,27.0475
7153981,28.082
7153465,6.8555
2000855,20.71375
7103655,32.6075
2006291,40.3025
7226237,14.704
7153897,24.03975
4023305,14.6105
2210704,15.81025
1542738,16.992
7226141,22.54825
2008339,12.8895
8102191,14.284
1517357,32.102625
4030544,54.3045
2105155,12.0955
4020910,30.334
